OBJECTID,GEOID10,COUNTYFP10,TRACTCE10,Cnty_Name,City_Name,ZIP,Acres,SqMi,Pop_16,Pop_Den,Pop_Src,Pop_10,White_Pct,Black_Pct,Asian_Pct,Latino_Pct,Mltpl_Pct,NatAm_Pct,PacIs_Pct,Other_Pct,NonWhite_P,Race_Src,Elders_Pct,Elders_Rpt,Elders_Src,SpksEng_Pc,SpksEng_Rp,SpksEng_Sr,UnEmp_Rate,Emp_15,Emp_Den,Emp_Src,Income_Pct,Income_Rpt,Income_Src,Under19_Pc,MHI2016
1053,06065040808,065,040808,Riverside,Corona,92880,442.467769,0.691356,7765,11232,ACS_16_5YR,7008,27.940754,6.039689,6.72994,57.477711,1.811907,0,0,0,72.059246,3069 HPI,10.6,2011-2015,ACS_15_5YR_S0101,93.037975,2011-2015,ACS_15_5YR_B16002,0.109139,164,237.215018,LEHD 2015,55000,2011-2015,ACS_15_5YR_DP03,32.4,50143
1054,06065042009,065,042009,Riverside,Mead Valley,92508,2920.767299,4.563699,8715,1910,ACS_16_5YR,7119,28.236953,8.32158,4.499295,57.263752,1.67842,0,0,0,71.763047,3070 HPI,10.3,2011-2015,ACS_15_5YR_S0101,93.447905,2011-2015,ACS_15_5YR_B16002,0.162882,534,117.010349,LEHD 2015,61652,2011-2015,ACS_15_5YR_DP03,33.8,61968
1055,06065043503,065,043503,Riverside,Hemet,92545,667.444198,1.042882,3610,3462,ACS_16_5YR,4112,59.345794,7.943925,3.04968,26.832268,2.828333,0,0,0,40.654206,3071 HPI,31.9,2011-2015,ACS_15_5YR_S0101,96.5083,2011-2015,ACS_15_5YR_B16002,0.23506,3464,3321.566068,LEHD 2015,24766,2011-2015,ACS_15_5YR_DP03,24,26315
1056,06065043206,065,043206,Riverside,Murrieta,92562,1261.489296,1.971077,8107,4113,ACS_16_5YR,7606,53.704195,5.841742,6.85077,30.191184,3.412108,0,0,0,46.295805,3072 HPI,11.7,2011-2015,ACS_15_5YR_S0101,96.094046,2011-2015,ACS_15_5YR_B16002,0.171023,3841,1948.680824,LEHD 2015,55589,2011-2015,ACS_15_5YR_DP03,28.1,60138
1057,06065043211,065,043211,Riverside,Murrieta,92563,632.551022,0.988361,5245,5307,ACS_16_5YR,5486,58.261349,3.326594,5.476934,29.663665,3.271457,0,0,0,41.738651,3073 HPI,8.6,2011-2015,ACS_15_5YR_S0101,99.082007,2011-2015,ACS_15_5YR_B16002,0.140792,1205,1219.190188,LEHD 2015,73831,2011-2015,ACS_15_5YR_DP03,30.2,74250
1058,06065043222,065,043222,Riverside,Temecula,92592,2161.604781,3.377507,4274,1265,ACS_16_5YR,3842,76.317946,0,4.7528,18.929254,0,0,0,0,23.682054,3074 HPI,12.8,2011-2015,ACS_15_5YR_S0101,96.969697,2011-2015,ACS_15_5YR_B16002,0.127671,1189,352.034751,LEHD 2015,89185,2011-2015,ACS_15_5YR_DP03,26.4,96313
1059,06065043216,065,043216,Riverside,Temecula,92591,1264.117741,1.975184,6664,3374,ACS_16_5YR,6495,51.824018,4.837952,7.750117,31.924221,3.663692,0,0,0,48.175982,3075 HPI,9.1,2011-2015,ACS_15_5YR_S0101,95.693368,2011-2015,ACS_15_5YR_B16002,0.116529,11177,5658.713398,LEHD 2015,47746,2011-2015,ACS_15_5YR_DP03,31.4,51042
1060,06065043217,065,043217,Riverside,Temecula,92591,807.468719,1.26167,3396,2692,ACS_16_5YR,3263,59.666461,4.570723,7.782582,24.799259,3.180976,0,0,0,40.333539,3076 HPI,9.8,2011-2015,ACS_15_5YR_S0101,94.874275,2011-2015,ACS_15_5YR_B16002,0.09306,723,573.050063,LEHD 2015,85637,2011-2015,ACS_15_5YR_DP03,31.3,87667
1061,06065043218,065,043218,Riverside,Temecula,92591,1230.44715,1.922574,5777,3005,ACS_16_5YR,5597,66.810577,2.374528,4.389279,24.051088,2.374528,0,0,0,33.189423,3077 HPI,10.6,2011-2015,ACS_15_5YR_S0101,98.786408,2011-2015,ACS_15_5YR_B16002,0.138593,518,269.430507,LEHD 2015,84773,2011-2015,ACS_15_5YR_DP03,26.4,90826
1062,06065043220,065,043220,Riverside,Temecula,92592,440.833883,0.688803,4028,5848,ACS_16_5YR,4594,44.200351,3.778559,9.226714,38.686292,4.108084,0,0,0,55.799649,3078 HPI,7.6,2011-2015,ACS_15_5YR_S0101,96.285201,2011-2015,ACS_15_5YR_B16002,0.120035,443,643.144755,LEHD 2015,41250,2011-2015,ACS_15_5YR_DP03,24.7,45651
1063,06065040404,065,040404,Riverside,Pedley,92509,669.772314,1.046519,3372,3222,ACS_16_5YR,3309,31.689922,3.813953,8.062016,56.434109,0,0,0,0,68.310078,3079 HPI,7.3,2011-2015,ACS_15_5YR_S0101,89.416847,2011-2015,ACS_15_5YR_B16002,0.141892,1709,1633.032565,LEHD 2015,65208,2011-2015,ACS_15_5YR_DP03,27.9,72796
1064,06065940600,065,940600,Riverside, ,92270,7076.839614,11.057562,3167,286,ACS_16_5YR,3026,90.358029,0,0,9.641971,0,0,0,0,9.641971,3080 HPI,48.1,2011-2015,ACS_15_5YR_S0101,98.54798,2011-2015,ACS_15_5YR_B16002,0.075372,2413,218.221704,LEHD 2015,90278,2011-2015,ACS_15_5YR_DP03,11.3,74630
1065,06065940400,065,940400,Riverside,Indio,92236,2843.622129,4.44316,6380,1436,ACS_16_5YR,6504,2.300995,0,0,97.699005,0,0,0,0,97.699005,3081 HPI,5.2,2011-2015,ACS_15_5YR_S0101,70.436508,2011-2015,ACS_15_5YR_B16002,0.14959,1586,356.953194,LEHD 2015,45684,2011-2015,ACS_15_5YR_DP03,35.1,42604
1066,06065051400,065,051400,Riverside,Desert Palms,92211,1871.736281,2.924588,6940,2373,ACS_16_5YR,6956,97.454115,0,0,2.545885,0,0,0,0,2.545885,3082 HPI,88.2,2011-2015,ACS_15_5YR_S0101,100,2011-2015,ACS_15_5YR_B16002,0.099671,835,285.510307,LEHD 2015,56766,2011-2015,ACS_15_5YR_DP03,0,55052
1067,06065051300,065,051300,Riverside, ,92583,8436.821892,13.182534,9339,708,ACS_16_5YR,8371,50.644501,5.107818,3.059872,38.766414,2.421395,0,0,0,49.355499,3083 HPI,19.1,2011-2015,ACS_15_5YR_S0101,91.693989,2011-2015,ACS_15_5YR_B16002,0.137416,943,71.534045,LEHD 2015,51799,2011-2015,ACS_15_5YR_DP03,24.5,47964
1068,06065050500,065,050500,Riverside,Murrieta,92563,1248.350682,1.950548,14364,7364,ACS_16_5YR,13261,42.870194,7.529501,13.947469,30.978302,4.674534,0,0,0,57.129806,3084 HPI,6.5,2011-2015,ACS_15_5YR_S0101,94.787078,2011-2015,ACS_15_5YR_B16002,0.108882,1497,767.47665,LEHD 2015,68527,2011-2015,ACS_15_5YR_DP03,34.9,75647
1069,06065049600,065,049600,Riverside,Temecula,92591,949.940416,1.484282,8170,5504,ACS_16_5YR,7176,53.909753,4.932735,13.256726,23.991031,3.909753,0,0,0,46.090247,3085 HPI,12.7,2011-2015,ACS_15_5YR_S0101,96.149169,2011-2015,ACS_15_5YR_B16002,0.074288,4145,2792.596205,LEHD 2015,72168,2011-2015,ACS_15_5YR_DP03,35.4,80596
1070,06065049500,065,049500,Riverside,Indio,92201,870.360989,1.359939,7572,5568,ACS_16_5YR,8421,7.63583,0,0,92.36417,0,0,0,0,92.36417,3086 HPI,7.5,2011-2015,ACS_15_5YR_S0101,67.11193,2011-2015,ACS_15_5YR_B16002,0.154131,2178,1601.542369,LEHD 2015,38054,2011-2015,ACS_15_5YR_DP03,32.2,37864
1071,06065048902,065,048902,Riverside,Moreno Valley,92551,409.813681,0.640334,8341,13026,ACS_16_5YR,5957,14.229854,13.702822,2.958177,67.222033,1.887113,0,0,0,85.770146,3087 HPI,5.6,2011-2015,ACS_15_5YR_S0101,95.194875,2011-2015,ACS_15_5YR_B16002,0.153846,437,682.456475,LEHD 2015,42700,2011-2015,ACS_15_5YR_DP03,38.8,45702
1072,06065048901,065,048901,Riverside,Moreno Valley,92551,232.560339,0.363376,4115,11324,ACS_16_5YR,3805,20.33714,15.035345,2.800435,61.82708,0,0,0,0,79.66286,3088 HPI,5.6,2011-2015,ACS_15_5YR_S0101,92.110656,2011-2015,ACS_15_5YR_B16002,0.128655,38,104.575011,LEHD 2015,55977,2011-2015,ACS_15_5YR_DP03,36.9,54762
1073,06065045705,065,045705,Riverside,Coachella,92236,859.17122,1.342455,9897,7372,ACS_16_5YR,7522,1.412619,0,0,98.587381,0,0,0,0,98.587381,3089 HPI,2.2,2011-2015,ACS_15_5YR_S0101,67.498822,2011-2015,ACS_15_5YR_B16002,0.275109,166,123.654049,LEHD 2015,30621,2011-2015,ACS_15_5YR_DP03,45.6,31086
1074,06065045209,065,045209,Riverside,Indio,92201,501.004879,0.78282,5674,7248,ACS_16_5YR,5441,11.068992,0,0,88.931008,0,0,0,0,88.931008,3090 HPI,10.4,2011-2015,ACS_15_5YR_S0101,76.644538,2011-2015,ACS_15_5YR_B16002,0.22807,933,1191.84468,LEHD 2015,30711,2011-2015,ACS_15_5YR_DP03,33.2,28983
1075,06065045706,065,045706,Riverside,Coachella,92236,685.147993,1.070544,5154,4814,ACS_16_5YR,4821,0,0,0,100,0,0,0,0,100,3091 HPI,6.1,2011-2015,ACS_15_5YR_S0101,54.322111,2011-2015,ACS_15_5YR_B16002,0.271171,652,609.036302,LEHD 2015,30775,2011-2015,ACS_15_5YR_DP03,37.4,30801
1076,06065045704,065,045704,Riverside,Coachella,92236,176.498575,0.275779,2531,9178,ACS_16_5YR,2804,0,0,0,100,0,0,0,0,100,3092 HPI,13.1,2011-2015,ACS_15_5YR_S0101,59.114583,2011-2015,ACS_15_5YR_B16002,0.220612,476,1726.019597,LEHD 2015,30735,2011-2015,ACS_15_5YR_DP03,30.1,23073
1077,06065045703,065,045703,Riverside,Coachella,92236,763.167523,1.192449,6220,5216,ACS_16_5YR,5708,0,0,0,100,0,0,0,0,100,3093 HPI,3.4,2011-2015,ACS_15_5YR_S0101,72.691808,2011-2015,ACS_15_5YR_B16002,0.255775,605,507.359117,LEHD 2015,32404,2011-2015,ACS_15_5YR_DP03,34.5,31615
1078,06065042411,065,042411,Riverside,Moreno Valley,92557,330.896764,0.517026,2483,4802,ACS_16_5YR,2540,36.554276,20.106908,5.016447,38.322368,0,0,0,0,63.445724,3094 HPI,12,2011-2015,ACS_15_5YR_S0101,97.425474,2011-2015,ACS_15_5YR_B16002,0.136193,94,181.80897,LEHD 2015,78846,2011-2015,ACS_15_5YR_DP03,25,77500
1079,06065042403,065,042403,Riverside,Moreno Valley,92557,487.501772,0.761722,4309,5657,ACS_16_5YR,4071,29.402795,14.612452,5.260483,50.724269,0,0,0,0,70.597205,3095 HPI,11.7,2011-2015,ACS_15_5YR_S0101,98.201439,2011-2015,ACS_15_5YR_B16002,0.119565,614,806.068865,LEHD 2015,71184,2011-2015,ACS_15_5YR_DP03,30.9,74857
1080,06065042407,065,042407,Riverside,Moreno Valley,92557,320.056854,0.500089,3230,6459,ACS_16_5YR,3262,32.630907,11.270754,3.320562,52.777778,0,0,0,0,67.369093,3096 HPI,7.5,2011-2015,ACS_15_5YR_S0101,90,2011-2015,ACS_15_5YR_B16002,0.106548,151,301.946353,LEHD 2015,57955,2011-2015,ACS_15_5YR_DP03,30.5,55625
1081,06065043508,065,043508,Riverside,San Jacinto,92583,1642.209087,2.565952,7045,2746,ACS_16_5YR,7014,54.782609,4.246377,1.710145,36.695652,2.565217,0,0,0,45.217391,3097 HPI,15.6,2011-2015,ACS_15_5YR_S0101,97.737374,2011-2015,ACS_15_5YR_B16002,0.211484,1111,432.977753,LEHD 2015,40269,2011-2015,ACS_15_5YR_DP03,29.6,42488
1082,06065042512,065,042512,Riverside,Moreno Valley,92553,395.878286,0.61856,2961,4787,ACS_16_5YR,3200,10.405585,14.527926,0,75.066489,0,0,0,0,89.594415,3098 HPI,5.2,2011-2015,ACS_15_5YR_S0101,91.387025,2011-2015,ACS_15_5YR_B16002,0.220427,552,892.395498,LEHD 2015,38664,2011-2015,ACS_15_5YR_DP03,32.8,42350
1083,06065042513,065,042513,Riverside,Moreno Valley,92553,285.080274,0.445438,3122,7009,ACS_16_5YR,3379,18.443893,10.725356,4.370738,66.460012,0,0,0,0,81.556107,3099 HPI,9.3,2011-2015,ACS_15_5YR_S0101,92.966752,2011-2015,ACS_15_5YR_B16002,0.113256,643,1443.523238,LEHD 2015,53816,2011-2015,ACS_15_5YR_DP03,27.7,54167
1084,06065042514,065,042514,Riverside,Moreno Valley,92553,242.393766,0.37874,3167,8362,ACS_16_5YR,3165,15.238718,17.037279,5.166776,62.557227,0,0,0,0,84.761282,3100 HPI,4.3,2011-2015,ACS_15_5YR_S0101,84.730914,2011-2015,ACS_15_5YR_B16002,0.210438,938,2476.631353,LEHD 2015,36583,2011-2015,ACS_15_5YR_DP03,34.9,40579
1085,06065043304,065,043304,Riverside, ,92544,26582.248006,41.534763,7230,174,ACS_16_5YR,6816,74.560745,0,3.589127,20.033038,1.81709,0,0,0,25.439255,3101 HPI,23.9,2011-2015,ACS_15_5YR_S0101,96.174863,2011-2015,ACS_15_5YR_B16002,0.143438,559,13.458606,LEHD 2015,51371,2011-2015,ACS_15_5YR_DP03,21.6,58102
1086,06065042708,065,042708,Riverside,Menifee,92586,646.42096,1.010033,4944,4895,ACS_16_5YR,5171,51.283048,3.440902,5.559876,36.722395,2.993779,0,0,0,48.716952,3102 HPI,7.7,2011-2015,ACS_15_5YR_S0101,96.767241,2011-2015,ACS_15_5YR_B16002,0.178236,1446,1431.636746,LEHD 2015,62625,2011-2015,ACS_15_5YR_DP03,32.4,61111
1087,06065042903,065,042903,Riverside, ,92570,11022.799474,17.223124,6087,353,ACS_16_5YR,5738,18.67545,7.406089,0,73.918462,0,0,0,0,81.32455,3103 HPI,9.8,2011-2015,ACS_15_5YR_S0101,90.48913,2011-2015,ACS_15_5YR_B16002,0.246191,255,14.805676,LEHD 2015,44583,2011-2015,ACS_15_5YR_DP03,29.8,48393
1088,06065043001,065,043001,Riverside,Lake Elsinore,92530,5447.462148,8.51166,5415,636,ACS_16_5YR,5593,33.223684,3.271199,0,61.476608,2.028509,0,0,0,66.776316,3104 HPI,5.1,2011-2015,ACS_15_5YR_S0101,82.142857,2011-2015,ACS_15_5YR_B16002,0.145654,1873,220.051093,LEHD 2015,37845,2011-2015,ACS_15_5YR_DP03,31.5,37574
1089,06065042709,065,042709,Riverside,Menifee,92586,1396.394144,2.181866,4265,1955,ACS_16_5YR,4905,61.561057,4.217373,2.89551,31.32606,0,0,0,0,38.438943,3105 HPI,35,2011-2015,ACS_15_5YR_S0101,94.652701,2011-2015,ACS_15_5YR_B16002,0.125477,272,124.663943,LEHD 2015,38939,2011-2015,ACS_15_5YR_DP03,18.5,40345
1090,06065045303,065,045303,Riverside,Indio,92201,797.901196,1.246721,2944,2361,ACS_16_5YR,3035,4.069963,0,0,95.930037,0,0,0,0,95.930037,3106 HPI,4.3,2011-2015,ACS_15_5YR_S0101,68,2011-2015,ACS_15_5YR_B16002,0.284662,1907,1529.612947,LEHD 2015,24922,2011-2015,ACS_15_5YR_DP03,36.9,24426
1091,06065045120,065,045120,Riverside,La Quinta,92253,950.856528,1.485713,5047,3397,ACS_16_5YR,4580,46.178563,0,0,53.821437,0,0,0,0,53.821437,3107 HPI,13.4,2011-2015,ACS_15_5YR_S0101,95.114596,2011-2015,ACS_15_5YR_B16002,0.072973,2390,1608.654886,LEHD 2015,48056,2011-2015,ACS_15_5YR_DP03,33.8,55241
1092,06065045115,065,045115,Riverside,Palm Desert,92260,572.856235,0.895088,1793,2003,ACS_16_5YR,2026,94.11461,0,0,5.88539,0,0,0,0,5.88539,3108 HPI,45.7,2011-2015,ACS_15_5YR_S0101,100,2011-2015,ACS_15_5YR_B16002,0.111834,184,205.56641,LEHD 2015,87578,2011-2015,ACS_15_5YR_DP03,8.3,90272
1093,06065044522,065,044522,Riverside,Desert Hot Springs,92240,38246.028321,59.759419,4401,74,ACS_16_5YR,4876,46.962025,2.78481,0,50.253165,0,0,0,0,53.037975,3109 HPI,24.5,2011-2015,ACS_15_5YR_S0101,90.941843,2011-2015,ACS_15_5YR_B16002,0.169231,558,9.33744,LEHD 2015,37319,2011-2015,ACS_15_5YR_DP03,21.9,34583
1094,06065044404,065,044404,Riverside, ,92549,30366.511301,47.447674,1353,29,ACS_16_5YR,1860,81.239437,0,6.591549,12.169014,0,0,0,0,18.760563,3110 HPI,20.2,2011-2015,ACS_15_5YR_S0101,98.135593,2011-2015,ACS_15_5YR_B16002,0.125908,390,8.219581,LEHD 2015,47232,2011-2015,ACS_15_5YR_DP03,17.5,47875
1095,06065043278,065,043278,Riverside,Murrieta,92562,2383.039217,3.723499,6945,1865,ACS_16_5YR,5946,65.184308,4.345621,9.147785,18.109571,3.212716,0,0,0,34.815692,3111 HPI,7.8,2011-2015,ACS_15_5YR_S0101,98.375262,2011-2015,ACS_15_5YR_B16002,0.101351,428,114.945653,LEHD 2015,103263,2011-2015,ACS_15_5YR_DP03,37.1,101688
1096,06065043271,065,043271,Riverside,Wildomar,92595,992.356364,1.550557,3956,2551,ACS_16_5YR,3930,55.357632,0,0,44.642368,0,0,0,0,44.642368,3112 HPI,11,2011-2015,ACS_15_5YR_S0101,95.375723,2011-2015,ACS_15_5YR_B16002,0.211765,138,89.000286,LEHD 2015,64583,2011-2015,ACS_15_5YR_DP03,29.3,64429
1097,06065043270,065,043270,Riverside,Wildomar,92595,765.834477,1.196616,5518,4611,ACS_16_5YR,4991,55.147356,3.532499,5.752927,31.772305,3.794913,0,0,0,44.852644,3113 HPI,12.7,2011-2015,ACS_15_5YR_S0101,95.159236,2011-2015,ACS_15_5YR_B16002,0.141546,600,501.413832,LEHD 2015,62198,2011-2015,ACS_15_5YR_DP03,29.1,68971
1098,06065045207,065,045207,Riverside,Indio,92201,498.928325,0.779576,5578,7155,ACS_16_5YR,5014,15.149664,2.586031,0,82.264305,0,0,0,0,84.850336,3114 HPI,8.6,2011-2015,ACS_15_5YR_S0101,82.629969,2011-2015,ACS_15_5YR_B16002,0.204168,1522,1952.344557,LEHD 2015,31341,2011-2015,ACS_15_5YR_DP03,36.6,30625
1099,06065045302,065,045302,Riverside,Indio,92201,410.737122,0.641777,4522,7046,ACS_16_5YR,4459,7.219803,0,0,92.780197,0,0,0,0,92.780197,3115 HPI,12.4,2011-2015,ACS_15_5YR_S0101,68.61244,2011-2015,ACS_15_5YR_B16002,0.209482,201,313.193021,LEHD 2015,38125,2011-2015,ACS_15_5YR_DP03,31.5,44031
1100,06065045502,065,045502,Riverside,Indio,92201,393.935581,0.615524,4014,6521,ACS_16_5YR,3744,12.624585,0,0,87.375415,0,0,0,0,87.375415,3116 HPI,11.3,2011-2015,ACS_15_5YR_S0101,65.920398,2011-2015,ACS_15_5YR_B16002,0.135539,1173,1905.692292,LEHD 2015,36273,2011-2015,ACS_15_5YR_DP03,32.4,33125
1101,06065045501,065,045501,Riverside,Indio,92201,565.691559,0.883893,5510,6234,ACS_16_5YR,5518,8.514999,4.825787,0,86.659214,0,0,0,0,91.485001,3117 HPI,7.1,2011-2015,ACS_15_5YR_S0101,70.755968,2011-2015,ACS_15_5YR_B16002,0.191888,591,668.632922,LEHD 2015,35798,2011-2015,ACS_15_5YR_DP03,30.3,36852
1102,06065040604,065,040604,Riverside,Mira Loma,91752,933.896342,1.459213,5380,3687,ACS_16_5YR,5541,44.73291,0,0,52.726933,2.540157,0,0,0,55.26709,3118 HPI,10,2011-2015,ACS_15_5YR_S0101,95.290859,2011-2015,ACS_15_5YR_B16002,0.14642,313,214.49918,LEHD 2015,88636,2011-2015,ACS_15_5YR_DP03,23.1,84792
1103,06065042412,065,042412,Riverside, ,92557,12653.412793,19.770957,4988,252,ACS_16_5YR,5129,46.32713,12.615083,5.994123,31.165524,3.898139,0,0,0,53.67287,3119 HPI,15.4,2011-2015,ACS_15_5YR_S0101,98.267821,2011-2015,ACS_15_5YR_B16002,0.120753,296,14.971455,LEHD 2015,84836,2011-2015,ACS_15_5YR_DP03,18.4,80960
1104,06065044104,065,044104,Riverside,Banning,92220,10651.45173,16.642893,2884,173,ACS_16_5YR,2647,53.049759,4.454254,0,42.495987,0,0,0,0,46.950241,3120 HPI,14.4,2011-2015,ACS_15_5YR_S0101,98.294243,2011-2015,ACS_15_5YR_B16002,0.152314,118,7.090113,LEHD 2015,54219,2011-2015,ACS_15_5YR_DP03,27.2,50833
1105,06065043900,065,043900,Riverside,Beaumont,92223,731.304507,1.142663,6442,5638,ACS_16_5YR,6405,41.749881,2.55191,1.585037,51.862419,2.250753,0,0,0,58.250119,3121 HPI,9.8,2011-2015,ACS_15_5YR_S0101,90.509383,2011-2015,ACS_15_5YR_B16002,0.146141,294,257.293642,LEHD 2015,41458,2011-2015,ACS_15_5YR_DP03,33.5,43872
1106,06065042516,065,042516,Riverside,Moreno Valley,92553,240.276682,0.375432,4529,12063,ACS_16_5YR,4177,10.906375,15.737052,3.411355,69.945219,0,0,0,0,89.093625,3122 HPI,3.6,2011-2015,ACS_15_5YR_S0101,84.576613,2011-2015,ACS_15_5YR_B16002,0.161388,293,780.433617,LEHD 2015,44583,2011-2015,ACS_15_5YR_DP03,44.1,44929
1107,06065042515,065,042515,Riverside,Moreno Valley,92553,334.415559,0.522524,4325,8277,ACS_16_5YR,3803,9.69697,16.170799,0,74.132231,0,0,0,0,90.30303,3123 HPI,5.9,2011-2015,ACS_15_5YR_S0101,76.333022,2011-2015,ACS_15_5YR_B16002,0.164542,725,1387.495251,LEHD 2015,26099,2011-2015,ACS_15_5YR_DP03,45.4,28846
1108,06065042521,065,042521,Riverside,Moreno Valley,92553,399.841691,0.624753,4988,7984,ACS_16_5YR,4922,13.424658,15.532139,4.109589,66.933614,0,0,0,0,86.575342,3124 HPI,6.6,2011-2015,ACS_15_5YR_S0101,93.397046,2011-2015,ACS_15_5YR_B16002,0.18307,1993,3190.062541,LEHD 2015,49219,2011-2015,ACS_15_5YR_DP03,32.2,52794
1109,06065042511,065,042511,Riverside,Moreno Valley,92553,398.121883,0.622065,3514,5649,ACS_16_5YR,3308,15.104,16.768,0,68.128,0,0,0,0,84.896,3125 HPI,8,2011-2015,ACS_15_5YR_S0101,87.104623,2011-2015,ACS_15_5YR_B16002,0.184783,547,879.328706,LEHD 2015,45093,2011-2015,ACS_15_5YR_DP03,38.5,41552
1110,06065043701,065,043701,Riverside, ,92544,4947.36898,7.730264,3691,477,ACS_16_5YR,3512,72.024353,0,0,27.975647,0,0,0,0,27.975647,3126 HPI,22,2011-2015,ACS_15_5YR_S0101,97.270306,2011-2015,ACS_15_5YR_B16002,0.278367,236,30.529358,LEHD 2015,30406,2011-2015,ACS_15_5YR_DP03,21.2,32798
1111,06065042519,065,042519,Riverside,Moreno Valley,92553,235.162783,0.367442,1531,4167,ACS_16_5YR,1706,11.882427,20.137586,0,67.979987,0,0,0,0,88.117573,3127 HPI,7.9,2011-2015,ACS_15_5YR_S0101,90.095238,2011-2015,ACS_15_5YR_B16002,0.154723,906,2465.696286,LEHD 2015,32240,2011-2015,ACS_15_5YR_DP03,30.4,36404
1112,06065042520,065,042520,Riverside,Moreno Valley,92553,367.233043,0.573802,4736,8254,ACS_16_5YR,4669,12.662983,11.027624,4.596685,71.712707,0,0,0,0,87.337017,3128 HPI,8.5,2011-2015,ACS_15_5YR_S0101,86.457536,2011-2015,ACS_15_5YR_B16002,0.18152,200,348.552513,LEHD 2015,31789,2011-2015,ACS_15_5YR_DP03,30.2,33646
1113,06065042509,065,042509,Riverside,Moreno Valley,92553,319.516783,0.499245,3423,6856,ACS_16_5YR,3193,19.032361,10.157001,4.453701,66.356937,0,0,0,0,80.967639,3129 HPI,9.2,2011-2015,ACS_15_5YR_S0101,88.847118,2011-2015,ACS_15_5YR_B16002,0.142354,866,1734.61937,LEHD 2015,46657,2011-2015,ACS_15_5YR_DP03,32.5,46551
1114,06065042507,065,042507,Riverside,Moreno Valley,92551,1288.77921,2.013718,4413,2191,ACS_16_5YR,5011,14.909457,17.484909,5.794769,59.235412,2.575453,0,0,0,85.090543,3130 HPI,8.6,2011-2015,ACS_15_5YR_S0101,94.5845,2011-2015,ACS_15_5YR_B16002,0.222126,4998,2481.976722,LEHD 2015,63429,2011-2015,ACS_15_5YR_DP03,31.2,65976
1115,06065043252,065,043252,Riverside,Temecula,92592,1108.569251,1.732139,8641,4989,ACS_16_5YR,6574,53.572519,4.351145,16.137405,19.572519,4.625954,1.740458,0,0,46.427481,3131 HPI,8.1,2011-2015,ACS_15_5YR_S0101,96.259124,2011-2015,ACS_15_5YR_B16002,0.112114,411,237.278817,LEHD 2015,115481,2011-2015,ACS_15_5YR_DP03,36.9,109306
1116,06065043235,065,043235,Riverside,French Valley,92596,3644.615127,5.694711,5643,991,ACS_16_5YR,3742,46.736785,7.76699,17.826321,23.11219,4.557713,0,0,0,53.263215,3132 HPI,7.1,2011-2015,ACS_15_5YR_S0101,96.630037,2011-2015,ACS_15_5YR_B16002,0.077861,97,17.033349,LEHD 2015,95460,2011-2015,ACS_15_5YR_DP03,34.4,86583
1117,06065042744,065,042744,Riverside, ,92567,9072.958196,14.176497,4176,295,ACS_16_5YR,3726,41.292839,0,0,58.707161,0,0,0,0,58.707161,3133 HPI,9.1,2011-2015,ACS_15_5YR_S0101,94.84127,2011-2015,ACS_15_5YR_B16002,0.14617,489,34.493711,LEHD 2015,70473,2011-2015,ACS_15_5YR_DP03,30.7,70333
1118,06065040821,065,040821,Riverside,Corona,92879,426.708248,0.666732,5401,8101,ACS_16_5YR,5691,31.74969,12.302783,15.74189,36.465166,3.740472,0,0,0,68.25031,3134 HPI,4.9,2011-2015,ACS_15_5YR_S0101,94.698545,2011-2015,ACS_15_5YR_B16002,0.071429,2130,3194.688658,LEHD 2015,67253,2011-2015,ACS_15_5YR_DP03,30.7,66351
1119,06065040607,065,040607,Riverside, ,91752,5272.753979,8.238678,9338,1133,ACS_16_5YR,9317,26.965077,9.330738,13.028436,48.297113,2.378636,0,0,0,73.034923,3135 HPI,7.7,2011-2015,ACS_15_5YR_S0101,93.184634,2011-2015,ACS_15_5YR_B16002,0.138397,16509,2003.840885,LEHD 2015,91414,2011-2015,ACS_15_5YR_DP03,33.5,81042
1120,06065941500,065,941500,Riverside, ,92583,9931.173779,15.517459,4914,317,ACS_16_5YR,4291,53.937664,4.615751,0,30.002379,2.522008,8.922198,0,0,46.062336,3136 HPI,13.1,2011-2015,ACS_15_5YR_S0101,99.174123,2011-2015,ACS_15_5YR_B16002,0.127888,358,23.070788,LEHD 2015,61837,2011-2015,ACS_15_5YR_DP03,30.6,62083
1121,06065941400,065,941400,Riverside,Palm Springs,92262,634.266993,0.991042,3839,3874,ACS_16_5YR,3179,58.252427,4.757282,3.592233,33.398058,0,0,0,0,41.747573,3137 HPI,25.1,2011-2015,ACS_15_5YR_S0101,92.883895,2011-2015,ACS_15_5YR_B16002,0.114318,4127,4164.30309,LEHD 2015,31875,2011-2015,ACS_15_5YR_DP03,16.5,35288
1122,06065044102,065,044102,Riverside,Banning,92220,320.307065,0.50048,3019,6032,ACS_16_5YR,2841,39.039039,5.818318,0,55.142643,0,0,0,0,60.960961,3138 HPI,13.4,2011-2015,ACS_15_5YR_S0101,92.781316,2011-2015,ACS_15_5YR_B16002,0.182677,55,109.894548,LEHD 2015,33824,2011-2015,ACS_15_5YR_DP03,28.4,35500
