OBJECTID,GEOID10,COUNTYFP10,TRACTCE10,Cnty_Name,City_Name,ZIP,Acres,SqMi,Pop_16,Pop_Den,Pop_Src,Pop_10,White_Pct,Black_Pct,Asian_Pct,Latino_Pct,Mltpl_Pct,NatAm_Pct,PacIs_Pct,Other_Pct,NonWhite_P,Race_Src,Elders_Pct,Elders_Rpt,Elders_Src,SpksEng_Pc,SpksEng_Rp,SpksEng_Sr,UnEmp_Rate,Emp_15,Emp_Den,Emp_Src,Income_Pct,Income_Rpt,Income_Src,Under19_Pc,MHI2016
1440,06111008201,111,008201,Ventura,Simi Valley,93063,666.631702,1.041612,4625,4440,ACS_16_5YR,4315,57.068925,0,9.83298,29.992943,3.105152,0,0,0,42.931075,3456 HPI,12.3,2011-2015,ACS_15_5YR_S0101,98.667602,2011-2015,ACS_15_5YR_B16002,0.102105,2295,2203.315558,LEHD 2015,79375,2011-2015,ACS_15_5YR_DP03,29.1,77788
1441,06111003608,111,003608,Ventura,Oxnard,93035,241.967019,0.378073,3897,10308,ACS_16_5YR,3838,17.476789,0,8.274167,74.249044,0,0,0,0,82.523211,3457 HPI,7.8,2011-2015,ACS_15_5YR_S0101,92.445328,2011-2015,ACS_15_5YR_B16002,0.061317,317,838.461378,LEHD 2015,71136,2011-2015,ACS_15_5YR_DP03,28.5,71250
1442,06111002700,111,002700,Ventura,San Buenaventura (Ventura),93003,436.133471,0.681459,4112,6034,ACS_16_5YR,3881,71.317413,0,0,25.436008,3.246579,0,0,0,28.682587,3458 HPI,19.1,2011-2015,ACS_15_5YR_S0101,100,2011-2015,ACS_15_5YR_B16002,0.132566,2714,3982.634019,LEHD 2015,69881,2011-2015,ACS_15_5YR_DP03,19.6,67875
1443,06111004101,111,004101,Ventura,Oxnard,93033,277.118138,0.432997,7083,16358,ACS_16_5YR,6814,6.717307,1.504319,3.887399,87.890974,0,0,0,0,93.282693,3459 HPI,8.2,2011-2015,ACS_15_5YR_S0101,79.154728,2011-2015,ACS_15_5YR_B16002,0.132788,474,1094.695576,LEHD 2015,63764,2011-2015,ACS_15_5YR_DP03,30.4,62727
1444,06111002600,111,002600,Ventura,San Buenaventura (Ventura),93001,349.422746,0.545973,3426,6275,ACS_16_5YR,3211,64.169909,0,0,32.522698,3.307393,0,0,0,35.830091,3460 HPI,8.4,2011-2015,ACS_15_5YR_S0101,98.261527,2011-2015,ACS_15_5YR_B16002,0.065441,840,1538.537506,LEHD 2015,60222,2011-2015,ACS_15_5YR_DP03,23,73966
1445,06111002400,111,002400,Ventura,San Buenaventura (Ventura),93001,628.172972,0.98152,2627,2676,ACS_16_5YR,2571,74.52911,0,0,25.47089,0,0,0,0,25.47089,3461 HPI,14.8,2011-2015,ACS_15_5YR_S0101,93.245125,2011-2015,ACS_15_5YR_B16002,0.122463,3685,3754.379933,LEHD 2015,43690,2011-2015,ACS_15_5YR_DP03,12.3,47829
1446,06111001602,111,001602,Ventura,San Buenaventura (Ventura),93003,328.075817,0.512618,2291,4469,ACS_16_5YR,2388,74.663073,0,0,25.336927,0,0,0,0,25.336927,3462 HPI,25.1,2011-2015,ACS_15_5YR_S0101,97.33191,2011-2015,ACS_15_5YR_B16002,0.057404,395,770.553594,LEHD 2015,65804,2011-2015,ACS_15_5YR_DP03,17.6,69125
1447,06111001402,111,001402,Ventura, ,93003,1044.777189,1.632464,5342,3272,ACS_16_5YR,5677,65.383225,0,4.067245,27.53073,3.0188,0,0,0,34.616775,3463 HPI,14.4,2011-2015,ACS_15_5YR_S0101,94.295466,2011-2015,ACS_15_5YR_B16002,0.098229,604,369.992764,LEHD 2015,67813,2011-2015,ACS_15_5YR_DP03,25.2,75321
1448,06111001507,111,001507,Ventura,San Buenaventura (Ventura),93003,453.958283,0.70931,4304,6068,ACS_16_5YR,4330,52.946768,0,4.847909,39.781369,2.423954,0,0,0,47.053232,3464 HPI,10.4,2011-2015,ACS_15_5YR_S0101,97.739726,2011-2015,ACS_15_5YR_B16002,0.129791,1840,2594.070962,LEHD 2015,63155,2011-2015,ACS_15_5YR_DP03,25.8,69423
1449,06111002800,111,002800,Ventura, ,93001,4151.352187,6.486488,6605,1018,ACS_16_5YR,6270,63.996737,0,2.104405,31.337684,2.561175,0,0,0,36.003263,3465 HPI,11.4,2011-2015,ACS_15_5YR_S0101,97.074883,2011-2015,ACS_15_5YR_B16002,0.085635,14994,2311.574534,LEHD 2015,58509,2011-2015,ACS_15_5YR_DP03,26.7,61466
1450,06111002500,111,002500,Ventura,San Buenaventura (Ventura),93001,1086.397917,1.697497,4872,2870,ACS_16_5YR,4795,87.128072,0,0,10.306166,2.565761,0,0,0,12.871928,3466 HPI,23.5,2011-2015,ACS_15_5YR_S0101,100,2011-2015,ACS_15_5YR_B16002,0.124417,1657,976.143256,LEHD 2015,77669,2011-2015,ACS_15_5YR_DP03,15.2,80685
1451,06111002300,111,002300,Ventura,San Buenaventura (Ventura),93001,932.374106,1.456835,7447,5112,ACS_16_5YR,7430,24.372711,1.410552,1.478367,71.260003,1.478367,0,0,0,75.627289,3467 HPI,5.5,2011-2015,ACS_15_5YR_S0101,80.065975,2011-2015,ACS_15_5YR_B16002,0.075207,2295,1575.333324,LEHD 2015,48535,2011-2015,ACS_15_5YR_DP03,30.3,49699
1452,06111002200,111,002200,Ventura,San Buenaventura (Ventura),93001,754.834412,1.179429,6454,5472,ACS_16_5YR,6288,36.153971,0,1.737859,60.012993,2.095176,0,0,0,63.846029,3468 HPI,6.4,2011-2015,ACS_15_5YR_S0101,90.252021,2011-2015,ACS_15_5YR_B16002,0.093461,754,639.292529,LEHD 2015,49181,2011-2015,ACS_15_5YR_DP03,28.8,45868
1453,06111002102,111,002102,Ventura,San Buenaventura (Ventura),93001,331.244818,0.51757,1606,3103,ACS_16_5YR,1832,84.946871,0,0,15.053129,0,0,0,0,15.053129,3469 HPI,23.8,2011-2015,ACS_15_5YR_S0101,100,2011-2015,ACS_15_5YR_B16002,0.049322,1008,1947.562541,LEHD 2015,47065,2011-2015,ACS_15_5YR_DP03,9.1,46701
1454,06111002000,111,002000,Ventura,San Buenaventura (Ventura),93001,861.833219,1.346614,2740,2035,ACS_16_5YR,2577,88.61755,0,0,11.38245,0,0,0,0,11.38245,3470 HPI,23,2011-2015,ACS_15_5YR_S0101,99.175824,2011-2015,ACS_15_5YR_B16002,0.039381,480,356.449477,LEHD 2015,119286,2011-2015,ACS_15_5YR_DP03,24.3,104438
1455,06111001900,111,001900,Ventura, ,93001,2748.063087,4.293849,3939,917,ACS_16_5YR,3822,77.189247,0,2.661698,17.008251,3.140804,0,0,0,22.810753,3471 HPI,16.9,2011-2015,ACS_15_5YR_S0101,96.768293,2011-2015,ACS_15_5YR_B16002,0.065606,2252,524.47122,LEHD 2015,65769,2011-2015,ACS_15_5YR_DP03,23.7,70000
1456,06111001800,111,001800,Ventura, ,93003,1654.488846,2.585139,4540,1756,ACS_16_5YR,4302,80.264089,0,3.442584,13.793917,2.499411,0,0,0,19.735911,3472 HPI,26.9,2011-2015,ACS_15_5YR_S0101,100,2011-2015,ACS_15_5YR_B16002,0.047922,1262,488.174944,LEHD 2015,100221,2011-2015,ACS_15_5YR_DP03,21.9,112973
1457,06111007700,111,007700,Ventura,Simi Valley,93065,2358.203452,3.684693,6126,1663,ACS_16_5YR,5988,51.536361,0,10.208262,35.353363,2.902014,0,0,0,48.463639,3473 HPI,10.3,2011-2015,ACS_15_5YR_S0101,96.965247,2011-2015,ACS_15_5YR_B16002,0.03986,8407,2281.601274,LEHD 2015,75099,2011-2015,ACS_15_5YR_DP03,26.9,76429
1458,06111007505,111,007505,Ventura,Simi Valley,93065,388.161085,0.606502,3339,5505,ACS_16_5YR,3324,73.377029,0,4.43196,22.191011,0,0,0,0,26.622971,3474 HPI,15.8,2011-2015,ACS_15_5YR_S0101,98.478066,2011-2015,ACS_15_5YR_B16002,0.098128,247,407.253602,LEHD 2015,87468,2011-2015,ACS_15_5YR_DP03,20.6,84038
1459,06111000800,111,000800,Ventura, ,93060,23782.117931,37.159559,7942,214,ACS_16_5YR,7788,33.298111,0,0,66.701889,0,0,0,0,66.701889,3475 HPI,12.9,2011-2015,ACS_15_5YR_S0101,88.950495,2011-2015,ACS_15_5YR_B16002,0.114904,1725,46.421433,LEHD 2015,75101,2011-2015,ACS_15_5YR_DP03,29,74517
1460,06111000600,111,000600,Ventura,Santa Paula,93060,472.978608,0.739029,6478,8766,ACS_16_5YR,6141,8.788835,0,0,91.211165,0,0,0,0,91.211165,3476 HPI,7.1,2011-2015,ACS_15_5YR_S0101,69.084821,2011-2015,ACS_15_5YR_B16002,0.085658,1747,2363.912405,LEHD 2015,32396,2011-2015,ACS_15_5YR_DP03,36.6,29698
1461,06111000400,111,000400,Ventura, ,93060,10042.32757,15.691137,6954,443,ACS_16_5YR,6758,22.596154,0,0,77.403846,0,0,0,0,77.403846,3477 HPI,10,2011-2015,ACS_15_5YR_S0101,85.98078,2011-2015,ACS_15_5YR_B16002,0.128283,387,24.663605,LEHD 2015,58367,2011-2015,ACS_15_5YR_DP03,32.9,59239
1462,06111004503,111,004503,Ventura,Oxnard,93033,140.225844,0.219103,4469,20397,ACS_16_5YR,4387,5.777883,0,12.005683,82.216434,0,0,0,0,94.222117,3478 HPI,4.8,2011-2015,ACS_15_5YR_S0101,80.846774,2011-2015,ACS_15_5YR_B16002,0.124305,87,397.073737,LEHD 2015,56583,2011-2015,ACS_15_5YR_DP03,40.4,52303
1463,06111001700,111,001700,Ventura, ,93003,3189.110882,4.982986,3438,690,ACS_16_5YR,3531,80.568312,0,3.788749,12.629162,3.013777,0,0,0,19.431688,3479 HPI,31.4,2011-2015,ACS_15_5YR_S0101,98.858447,2011-2015,ACS_15_5YR_B16002,0.050896,201,40.337262,LEHD 2015,114846,2011-2015,ACS_15_5YR_DP03,20.4,119167
1464,06111001601,111,001601, , ,93003,276.920926,0.432689,1286,2972,ACS_16_5YR,1099,60.9375,0,0,39.0625,0,0,0,0,39.0625,3480 HPI,13.4,2011-2015,ACS_15_5YR_S0101,0, , ,0.090016,518,1197.164856,LEHD 2015,0, , ,24.8,54722
1465,06111001503,111,001503,Ventura,San Buenaventura (Ventura),93003,511.632424,0.799426,5267,6588,ACS_16_5YR,5898,51.064195,3.467216,3.535874,39.82149,2.111226,0,0,0,48.935805,3481 HPI,12.6,2011-2015,ACS_15_5YR_S0101,96.740331,2011-2015,ACS_15_5YR_B16002,0.109107,10958,13707.340808,LEHD 2015,56429,2011-2015,ACS_15_5YR_DP03,24.5,64514
1466,06111001502,111,001502,Ventura,San Buenaventura (Ventura),93003,644.924086,1.007694,9069,9000,ACS_16_5YR,8668,54.604651,1.953488,6.093023,34.744186,2.604651,0,0,0,45.395349,3482 HPI,10.2,2011-2015,ACS_15_5YR_S0101,93.919278,2011-2015,ACS_15_5YR_B16002,0.088595,3971,3940.680857,LEHD 2015,59214,2011-2015,ACS_15_5YR_DP03,25.3,58529
1467,06111001302,111,001302,Ventura, ,93004,867.847246,1.356011,2186,1612,ACS_16_5YR,1778,39.347181,0,0,60.652819,0,0,0,0,60.652819,3483 HPI,26.6,2011-2015,ACS_15_5YR_S0101,90.551181,2011-2015,ACS_15_5YR_B16002,0.035813,278,205.013038,LEHD 2015,40577,2011-2015,ACS_15_5YR_DP03,23.4,45288
1468,06111001401,111,001401,Ventura,San Buenaventura (Ventura),93004,334.934728,0.523336,4038,7716,ACS_16_5YR,3950,67.967146,0,4.876797,24.435318,2.720739,0,0,0,32.032854,3484 HPI,15.2,2011-2015,ACS_15_5YR_S0101,95.800712,2011-2015,ACS_15_5YR_B16002,0.103116,228,435.666975,LEHD 2015,82893,2011-2015,ACS_15_5YR_DP03,26,85821
1469,06111001506,111,001506,Ventura, ,93003,683.992447,1.068738,5202,4867,ACS_16_5YR,5027,61.684893,0,3.260429,31.936006,3.118672,0,0,0,38.315107,3485 HPI,15.1,2011-2015,ACS_15_5YR_S0101,97.983193,2011-2015,ACS_15_5YR_B16002,0.115135,265,247.955954,LEHD 2015,77336,2011-2015,ACS_15_5YR_DP03,24.9,76836
1470,06111000302,111,000302,Ventura, ,93015,25597.84887,39.996639,7896,197,ACS_16_5YR,6786,29.330499,0,0,70.669501,0,0,0,0,70.669501,3486 HPI,14.7,2011-2015,ACS_15_5YR_S0101,88.205829,2011-2015,ACS_15_5YR_B16002,0.147498,1397,34.927935,LEHD 2015,44358,2011-2015,ACS_15_5YR_DP03,33.6,43132
1471,06111001204,111,001204,Ventura, ,93060,29903.992209,46.724988,2952,63,ACS_16_5YR,2473,51.175716,0,0,48.824284,0,0,0,0,48.824284,3487 HPI,9.7,2011-2015,ACS_15_5YR_S0101,93.980344,2011-2015,ACS_15_5YR_B16002,0.192057,1299,27.80097,LEHD 2015,66364,2011-2015,ACS_15_5YR_DP03,24.7,68828
1472,06111001202,111,001202,Ventura,San Buenaventura (Ventura),93004,733.754107,1.146491,6607,5763,ACS_16_5YR,7191,70.966831,0,4.064926,21.496119,3.472124,0,0,0,29.033169,3488 HPI,18.7,2011-2015,ACS_15_5YR_S0101,97.193562,2011-2015,ACS_15_5YR_B16002,0.089724,538,469.258021,LEHD 2015,91792,2011-2015,ACS_15_5YR_DP03,25.9,95600
1473,06111001201,111,001201,Ventura, ,93060,1642.057671,2.565715,4696,1830,ACS_16_5YR,4235,60.57072,0,3.076923,36.352357,0,0,0,0,39.42928,3489 HPI,17.8,2011-2015,ACS_15_5YR_S0101,98.405467,2011-2015,ACS_15_5YR_B16002,0.043248,906,353.117927,LEHD 2015,64178,2011-2015,ACS_15_5YR_DP03,28,64231
1474,06111007300,111,007300,Ventura, ,91320,36005.229702,56.258171,1846,33,ACS_16_5YR,1930,89.340102,0,0,10.659898,0,0,0,0,10.659898,3490 HPI,22.7,2011-2015,ACS_15_5YR_S0101,99.201065,2011-2015,ACS_15_5YR_B16002,0.154661,401,7.127853,LEHD 2015,146806,2011-2015,ACS_15_5YR_DP03,19,166250
1475,06111001301,111,001301,Ventura,San Buenaventura (Ventura),93004,900.079048,1.406374,8491,6038,ACS_16_5YR,7724,50.580864,1.696906,4.124788,40.569116,3.028325,0,0,0,49.419136,3491 HPI,9.2,2011-2015,ACS_15_5YR_S0101,94.74651,2011-2015,ACS_15_5YR_B16002,0.12417,1738,1235.802569,LEHD 2015,90126,2011-2015,ACS_15_5YR_DP03,27.7,88750
1476,06111007202,111,007202,Ventura,Thousand Oaks,91362,2000.558324,3.125872,4232,1354,ACS_16_5YR,4313,81.464101,0,6.757391,8.869076,2.909432,0,0,0,18.535899,3492 HPI,23.5,2011-2015,ACS_15_5YR_S0101,98.612863,2011-2015,ACS_15_5YR_B16002,0.09106,3440,1100.492784,LEHD 2015,140196,2011-2015,ACS_15_5YR_DP03,19.7,136202
1477,06111007201,111,007201,Ventura,Thousand Oaks,91362,924.422788,1.444411,3569,2471,ACS_16_5YR,3429,86.458649,0,3.756437,9.784914,0,0,0,0,13.541351,3493 HPI,18.7,2011-2015,ACS_15_5YR_S0101,100,2011-2015,ACS_15_5YR_B16002,0.089436,1111,769.171865,LEHD 2015,123750,2011-2015,ACS_15_5YR_DP03,24.1,125807
1478,06111007100,111,007100,Ventura,Thousand Oaks,91362,602.178303,0.940904,6124,6509,ACS_16_5YR,6335,46.661367,2.130366,5.389507,43.767886,2.050874,0,0,0,53.338633,3494 HPI,12.2,2011-2015,ACS_15_5YR_S0101,93.015521,2011-2015,ACS_15_5YR_B16002,0.187203,4693,4987.758585,LEHD 2015,43730,2011-2015,ACS_15_5YR_DP03,22.7,47653
1479,06111007000,111,007000,Ventura,Thousand Oaks,91360,379.003281,0.592193,3980,6721,ACS_16_5YR,3907,45.718085,0,11.409574,42.87234,0,0,0,0,54.281915,3495 HPI,16.4,2011-2015,ACS_15_5YR_S0101,90.744102,2011-2015,ACS_15_5YR_B16002,0.074288,3479,5874.777635,LEHD 2015,54543,2011-2015,ACS_15_5YR_DP03,21.2,59085
1480,06111006900,111,006900,Ventura,Thousand Oaks,91360,689.762661,1.077754,3977,3690,ACS_16_5YR,3520,68.625705,0,9.082814,22.291481,0,0,0,0,31.374295,3496 HPI,21.4,2011-2015,ACS_15_5YR_S0101,93.837209,2011-2015,ACS_15_5YR_B16002,0.094972,5756,5340.735602,LEHD 2015,51853,2011-2015,ACS_15_5YR_DP03,23.7,55462
1481,06111006800,111,006800,Ventura,Thousand Oaks,91360,645.702962,1.008911,3802,3768,ACS_16_5YR,3908,67.216605,0,3.299627,29.483768,0,0,0,0,32.783395,3497 HPI,11.6,2011-2015,ACS_15_5YR_S0101,95.385906,2011-2015,ACS_15_5YR_B16002,0.043583,1728,1712.738,LEHD 2015,91875,2011-2015,ACS_15_5YR_DP03,26.4,86477
1482,06111006700,111,006700,Ventura,Thousand Oaks,91360,479.905726,0.749853,3190,4254,ACS_16_5YR,3117,81.264716,0,7.231752,11.503532,0,0,0,0,18.735284,3498 HPI,18.1,2011-2015,ACS_15_5YR_S0101,98.130009,2011-2015,ACS_15_5YR_B16002,0.070513,351,468.091935,LEHD 2015,116736,2011-2015,ACS_15_5YR_DP03,21.7,110132
1483,06111006600,111,006600,Ventura,Thousand Oaks,91360,670.589295,1.047796,4324,4127,ACS_16_5YR,4019,82.138235,0,5.022004,12.839762,0,0,0,0,17.861765,3499 HPI,19.9,2011-2015,ACS_15_5YR_S0101,94.494721,2011-2015,ACS_15_5YR_B16002,0.111812,3153,3009.174194,LEHD 2015,106136,2011-2015,ACS_15_5YR_DP03,21.6,107561
1484,06111006500,111,006500,Ventura,Thousand Oaks,91360,383.661468,0.599471,3545,5914,ACS_16_5YR,3744,48.156302,0,2.99945,48.844249,0,0,0,0,51.843698,3500 HPI,8.5,2011-2015,ACS_15_5YR_S0101,93.670886,2011-2015,ACS_15_5YR_B16002,0.121643,273,455.401479,LEHD 2015,73365,2011-2015,ACS_15_5YR_DP03,25.5,71298
1485,06111006400,111,006400,Ventura,Thousand Oaks,91360,1938.472079,3.028863,7327,2419,ACS_16_5YR,7126,75.794273,0,6.183217,15.47229,2.550221,0,0,0,24.205727,3501 HPI,14.5,2011-2015,ACS_15_5YR_S0101,98.411438,2011-2015,ACS_15_5YR_B16002,0.074752,411,135.6945,LEHD 2015,116648,2011-2015,ACS_15_5YR_DP03,25.5,112937
1486,06111006302,111,006302,Ventura,Thousand Oaks,91360,391.735632,0.612087,3844,6280,ACS_16_5YR,3597,76.413199,0,6.714491,13.916786,2.955524,0,0,0,23.586801,3502 HPI,12.5,2011-2015,ACS_15_5YR_S0101,95.646917,2011-2015,ACS_15_5YR_B16002,0.15723,2353,3844.225233,LEHD 2015,101042,2011-2015,ACS_15_5YR_DP03,33.2,105357
1487,06111007508,111,007508,Ventura,Thousand Oaks,91362,428.476049,0.669494,3616,5401,ACS_16_5YR,3722,74.657726,0,6.901369,18.440905,0,0,0,0,25.342274,3503 HPI,18.2,2011-2015,ACS_15_5YR_S0101,99.016854,2011-2015,ACS_15_5YR_B16002,0.085989,894,1335.337181,LEHD 2015,91453,2011-2015,ACS_15_5YR_DP03,24.2,85297
1488,06111005907,111,005907,Ventura,Thousand Oaks,91361,881.912078,1.377988,3666,2660,ACS_16_5YR,3635,87.40267,0,4.19911,5.533927,2.864294,0,0,0,12.59733,3504 HPI,35.3,2011-2015,ACS_15_5YR_S0101,96.567248,2011-2015,ACS_15_5YR_B16002,0.125,3628,2632.824811,LEHD 2015,83274,2011-2015,ACS_15_5YR_DP03,15.1,80245
1489,06111005304,111,005304,Ventura,Camarillo,93012,807.074902,1.261055,5151,4085,ACS_16_5YR,5325,80.237077,0,8.278274,11.484648,0,0,0,0,19.762923,3505 HPI,56.5,2011-2015,ACS_15_5YR_S0101,99.026325,2011-2015,ACS_15_5YR_B16002,0.071829,2872,2277.459,LEHD 2015,57720,2011-2015,ACS_15_5YR_DP03,9.7,53364
1490,06111005305,111,005305,Ventura, ,93012,12443.519213,19.442999,5677,292,ACS_16_5YR,5777,73.838028,0,8.767606,14.735915,2.658451,0,0,0,26.161972,3506 HPI,14.7,2011-2015,ACS_15_5YR_S0101,99.186551,2011-2015,ACS_15_5YR_B16002,0.085763,709,36.465568,LEHD 2015,175461,2011-2015,ACS_15_5YR_DP03,20.7,178087
1491,06111007507,111,007507,Ventura,Simi Valley,93065,2430.801184,3.798127,7038,1853,ACS_16_5YR,6958,78.425912,0,9.746446,8.881724,2.945918,0,0,0,21.574088,3507 HPI,13.6,2011-2015,ACS_15_5YR_S0101,99.496222,2011-2015,ACS_15_5YR_B16002,0.078895,489,128.747675,LEHD 2015,155673,2011-2015,ACS_15_5YR_DP03,26.6,163843
1492,06111006000,111,006000,Ventura,Casa Conejo,91320,820.763653,1.282443,4653,3628,ACS_16_5YR,4845,67.229871,0,6.257822,23.466834,3.045474,0,0,0,32.770129,3508 HPI,13.7,2011-2015,ACS_15_5YR_S0101,95.25666,2011-2015,ACS_15_5YR_B16002,0.104537,1860,1450.356622,LEHD 2015,91341,2011-2015,ACS_15_5YR_DP03,24.4,100192
1493,06111007402,111,007402,Ventura,Thousand Oaks,91362,4293.273139,6.708239,6352,947,ACS_16_5YR,6305,84.64257,0,7.598394,5.911647,1.84739,0,0,0,15.35743,3509 HPI,21.3,2011-2015,ACS_15_5YR_S0101,99.432033,2011-2015,ACS_15_5YR_B16002,0.126751,4574,681.848069,LEHD 2015,124529,2011-2015,ACS_15_5YR_DP03,23.2,130104
1494,06111005503,111,005503,Ventura,Camarillo,93010,356.670137,0.557297,4244,7615,ACS_16_5YR,3336,59.179982,3.075068,7.958999,25.746156,4.039795,0,0,0,40.820018,3510 HPI,17.5,2011-2015,ACS_15_5YR_S0101,99.21936,2011-2015,ACS_15_5YR_B16002,0.048321,497,891.804407,LEHD 2015,77614,2011-2015,ACS_15_5YR_DP03,35.8,73542
1495,06111006301,111,006301,Ventura,Thousand Oaks,91360,2525.619756,3.946281,6349,1609,ACS_16_5YR,6573,78.023508,0,6.727498,12.527065,2.72193,0,0,0,21.976492,3511 HPI,26.9,2011-2015,ACS_15_5YR_S0101,98.72093,2011-2015,ACS_15_5YR_B16002,0.092348,725,183.717283,LEHD 2015,105467,2011-2015,ACS_15_5YR_DP03,18.9,96491
1496,06111006200,111,006200,Ventura, ,91360,1546.563876,2.416506,2912,1205,ACS_16_5YR,3003,87.361878,0,7.389503,5.248619,0,0,0,0,12.638122,3512 HPI,23.8,2011-2015,ACS_15_5YR_S0101,100,2011-2015,ACS_15_5YR_B16002,0.061905,578,239.18831,LEHD 2015,125500,2011-2015,ACS_15_5YR_DP03,20.3,145769
1497,06111006100,111,006100,Ventura,Thousand Oaks,91320,2646.809679,4.13564,8638,2089,ACS_16_5YR,8378,40.036014,1.236495,18.667467,37.623049,2.436975,0,0,0,59.963986,3513 HPI,5.3,2011-2015,ACS_15_5YR_S0101,79.342059,2011-2015,ACS_15_5YR_B16002,0.100733,15522,3753.227925,LEHD 2015,91503,2011-2015,ACS_15_5YR_DP03,28.6,91011
1498,06111005906,111,005906,Ventura,Thousand Oaks,91361,3132.533729,4.894584,6516,1331,ACS_16_5YR,6695,77.198846,0,9.478961,10.101777,3.220416,0,0,0,22.801154,3514 HPI,16.7,2011-2015,ACS_15_5YR_S0101,97.926829,2011-2015,ACS_15_5YR_B16002,0.080437,6409,1309.406492,LEHD 2015,117579,2011-2015,ACS_15_5YR_DP03,27.2,114321
1499,06111007403,111,007403,Ventura,Oak Park,91377,916.065605,1.431353,6114,4271,ACS_16_5YR,5585,79.243224,0,12.934328,5.293797,2.528652,0,0,0,20.756776,3515 HPI,10.4,2011-2015,ACS_15_5YR_S0101,95.270578,2011-2015,ACS_15_5YR_B16002,0.09601,520,363.292758,LEHD 2015,116234,2011-2015,ACS_15_5YR_DP03,30.6,117629
1500,06111005909,111,005909,Ventura,Thousand Oaks,91320,330.331225,0.516143,3644,7060,ACS_16_5YR,3395,76.569165,0,7.221207,16.209628,0,0,0,0,23.430835,3516 HPI,23.5,2011-2015,ACS_15_5YR_S0101,93.423729,2011-2015,ACS_15_5YR_B16002,0.074794,319,618.046327,LEHD 2015,83250,2011-2015,ACS_15_5YR_DP03,16.8,88023
1501,06111005911,111,005911,Ventura,Thousand Oaks,91361,1827.360417,2.855251,3817,1337,ACS_16_5YR,3854,78.888889,0,6.693122,11.507937,2.910053,0,0,0,21.111111,3517 HPI,15.1,2011-2015,ACS_15_5YR_S0101,98.025016,2011-2015,ACS_15_5YR_B16002,0.127265,403,141.143475,LEHD 2015,95598,2011-2015,ACS_15_5YR_DP03,18.9,100313
1502,06111005901,111,005901,Ventura,Thousand Oaks,91320,963.67144,1.505737,7059,4688,ACS_16_5YR,6716,81.231049,0,4.593693,11.370528,2.80473,0,0,0,18.768951,3518 HPI,16.6,2011-2015,ACS_15_5YR_S0101,99.035088,2011-2015,ACS_15_5YR_B16002,0.092975,544,361.284963,LEHD 2015,121048,2011-2015,ACS_15_5YR_DP03,24.7,133929
1503,06111005306,111,005306,Ventura,Camarillo,93012,645.756387,1.008994,4888,4844,ACS_16_5YR,4867,71.231733,0,9.415449,16.701461,2.651357,0,0,0,28.768267,3519 HPI,13.1,2011-2015,ACS_15_5YR_S0101,99.388753,2011-2015,ACS_15_5YR_B16002,0.066152,319,316.156377,LEHD 2015,108529,2011-2015,ACS_15_5YR_DP03,25.4,112734
1504,06111008401,111,008401,Ventura,Simi Valley,93063,565.742453,0.883973,5396,6104,ACS_16_5YR,5308,67.297762,0,7.075923,23.427042,2.199273,0,0,0,32.702238,3520 HPI,14.9,2011-2015,ACS_15_5YR_S0101,96.488385,2011-2015,ACS_15_5YR_B16002,0.073738,1563,1768.154386,LEHD 2015,71484,2011-2015,ACS_15_5YR_DP03,25.6,68102
1505,06111008303,111,008303,Ventura,Simi Valley,93063,255.225622,0.39879,3698,9273,ACS_16_5YR,3767,60.35695,0,12.033532,24.094105,3.515414,0,0,0,39.64305,3521 HPI,18.9,2011-2015,ACS_15_5YR_S0101,98.677443,2011-2015,ACS_15_5YR_B16002,0.103967,542,1359.111195,LEHD 2015,57917,2011-2015,ACS_15_5YR_DP03,21.8,57770
1506,06111008202,111,008202,Ventura,Simi Valley,93063,345.352024,0.539613,4766,8832,ACS_16_5YR,4353,60.63306,0,8.393904,28.417351,2.555686,0,0,0,39.36694,3522 HPI,10.1,2011-2015,ACS_15_5YR_S0101,97.400821,2011-2015,ACS_15_5YR_B16002,0.095784,568,1052.607121,LEHD 2015,77065,2011-2015,ACS_15_5YR_DP03,24.3,82237
1507,06111007506,111,007506,Ventura,Simi Valley,93065,5496.948506,8.588982,7369,858,ACS_16_5YR,7514,75.070745,0,6.360329,15.469613,3.099313,0,0,0,24.929255,3523 HPI,11.6,2011-2015,ACS_15_5YR_S0101,99.470037,2011-2015,ACS_15_5YR_B16002,0.056195,478,55.652695,LEHD 2015,132696,2011-2015,ACS_15_5YR_DP03,23.4,130350
1508,06111008101,111,008101,Ventura,Simi Valley,93065,359.808105,0.5622,3308,5884,ACS_16_5YR,3433,67.148885,0,8.288125,24.56299,0,0,0,0,32.851115,3524 HPI,15.1,2011-2015,ACS_15_5YR_S0101,98.499062,2011-2015,ACS_15_5YR_B16002,0.078344,1577,2805.050764,LEHD 2015,67206,2011-2015,ACS_15_5YR_DP03,25,76719
1509,06111005910,111,005910,Ventura, ,91320,1117.289883,1.745765,1755,1005,ACS_16_5YR,1775,89.066339,0,0,10.933661,0,0,0,0,10.933661,3525 HPI,16.7,2011-2015,ACS_15_5YR_S0101,98.717949,2011-2015,ACS_15_5YR_B16002,0.077106,92,52.698947,LEHD 2015,130172,2011-2015,ACS_15_5YR_DP03,24.2,133295
